id	filename	md5	size	state
e8c71fce-af08-47ac-bf91-aa7d8b743da6	CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_E02_628380.grch38.seg.v2.txt	445969eb2f0e06444e0d7a3fba402cd5	30151	released
e1bf02ee-99c8-42e1-8cf1-8d0088ad84e6	SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_H01_698016.grch38.seg.v2.txt	77cb4a8dded88842debca5675dfd85db	85986	released
f306da64-4286-486e-bb4f-b07ccb4dd90f	URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_D02_735046.grch38.seg.v2.txt	536b5a35943dd0dc892c9cd239f07e05	20613	released
8c23e37e-43a7-496b-a019-e189a3799a87	BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_B10_697116.grch38.seg.v2.txt	c1eb08d84fdb52b49b8e945b14a972a5	39935	released
e3fc1e4f-accd-4911-a9c5-f5ed9cfe462c	HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_G08_628514.grch38.seg.v2.txt	9dbd600032f6bbb488a3aee03d124524	28717	released
e7ad8320-7961-44bf-ad3c-e2dbad5258b2	RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_B06_771992.grch38.seg.v2.txt	03cd190365571dee66b9a61d88ed21de	20829	released
6769b812-fc55-4ee2-9f73-24293df2d710	BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_E11_772108.grch38.seg.v2.txt	edd1f52227b648fa024c61185589e1ee	30997	released
a0019dc8-8599-456c-9907-80631e4748d7	DRIPS_p_TCGA_295_296_297_N_GenomeWideSNP_6_F08_1343844.grch38.seg.v2.txt	d52486e4506c3876f3d0b5dbe5ff4a52	33812	released
2bc8d253-adf9-4e77-8084-b8adb5e8f7c1	DRIPS_p_TCGA_295_296_297_N_GenomeWideSNP_6_H06_1343768.nocnv_grch38.seg.v2.txt	6edc5516e02ccd280c4665beb5dfb1cb	4862	released
2a90aea1-f84c-4b16-998c-c22285b7457a	COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_E12_667170.nocnv_grch38.seg.v2.txt	da24daff2f0fdea4d86331daa97135d6	52638	released
9ce33252-970e-48d8-80c1-1517edbe6e37	GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G04_755938.grch38.seg.v2.txt	6f8e28d3e5d6db77406772a109f976a2	92425	released
5000eac5-6e3d-4be9-a25f-25c51747952f	MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_E11_729696.nocnv_grch38.seg.v2.txt	cda7e2c39446350ef9b5ab42359a1238	3038	released
b84b09c7-9aac-47c9-9aac-f7a1c2bae1ba	GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_B11_755770.nocnv_grch38.seg.v2.txt	641f847af1d64b56bdab09bafc703691	39772	released
10a761da-fd16-4096-b7b9-d4994315dc45	MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_H02_729740.nocnv_grch38.seg.v2.txt	013aff0bc7c8a9b3339286d4aee68897	6604	released
77bc3767-5d67-460c-a418-a47f8fece3bb	EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_F01_802418.nocnv_grch38.seg.v2.txt	cd50924a54ec34330c4d33a4bc864a14	5486	released
41416ae0-eff1-4186-adb5-b4dcdc62ae68	HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_A08_741564.grch38.seg.v2.txt	216f34c602c32a9e7365ced378e019cc	33929	released
9ac226df-47f7-46f0-9e60-a93ae21a463d	DOUSE_p_TCGA_287_288_289_N_GenomeWideSNP_6_A05_1361106.grch38.seg.v2.txt	1fe6ab54e21dd6baa9e40121ec5a6017	19569	released
ff601519-d112-4700-badc-e571e36f05b9	DOUSE_p_TCGA_287_288_289_N_GenomeWideSNP_6_E07_1343322.grch38.seg.v2.txt	d8e4e017bc4bd4233139e7086ce0be60	23403	released
97fd5cd1-31bf-4fd9-880a-062ee646151e	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_C01_1244732.nocnv_grch38.seg.v2.txt	dc61d086bfa9b5bda853de6e35681844	8118	released
0b4efd83-fe14-4b9a-aa32-87f9c85d02a5	RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_F08_771892.grch38.seg.v2.txt	7a52d4f635cde2269027de01e177e04d	33221	released
953d1cef-45f2-4a1b-812b-95819206467d	DRIPS_p_TCGA_295_296_297_N_GenomeWideSNP_6_E03_1343866.nocnv_grch38.seg.v2.txt	fbdc288fc701a81583a7d9aaa54e216f	54684	released
d8067140-568f-4664-9141-dd481f2b2198	SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_D07_730908.nocnv_grch38.seg.v2.txt	e54e18112109d8f5db72cfe041619422	7217	released
33367a7d-c78b-4cdd-a37c-25f1a749bbec	DLP_REDO_FROM_BURSA_C12.nocnv_grch38.seg.v2.txt	e33e0bd7fa450a0d69d14c53abb2271b	5596	released
64d47820-744c-4344-9f0a-bdd6f861e7df	TAKEN_p_TCGAb_379_400_FFPE_NSP_GenomeWideSNP_6_C04_1513232.nocnv_grch38.seg.v2.txt	aa24e37960dadee992b1b922fc6b659a	3325	released
74a4d331-673b-4f00-907e-74dbf64dcb00	JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_F05_748010.nocnv_grch38.seg.v2.txt	f4ff40bada7c1c82396cf4edb7ea02fb	50463	released
b46e457d-30a7-496a-98b1-26603c84d7d7	TAKEN_p_TCGAb_379_400_FFPE_NSP_GenomeWideSNP_6_D12_1513220.grch38.seg.v2.txt	3da6e1606b1cacaca3ea13b235efccc8	36007	released
16fb300f-44b1-4e58-92c7-73f3264f51ae	CHEEP_p_TCGA_b120_121_SNP_N_GenomeWideSNP_6_G08_777668.nocnv_grch38.seg.v2.txt	af9f80085ad2b1faa7cef0755598e1e6	9946	released
f50d1a33-ee24-492d-b13f-64f1f6a9c0b8	MINAE_p_TCGA_200_202_203_SNP_N_GenomeWideSNP_6_D09_955250.grch38.seg.v2.txt	b6f5f1f3773cae5bd57d99b6dc1fe072	26109	released
779e9c58-2481-4820-bc9c-89cc889d983d	CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_E12_628318.nocnv_grch38.seg.v2.txt	fba761c3be2ad767dfa0ea9bdf696e5b	40156	released
553cd000-85ff-43af-b965-f62c894aa3e2	WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_E01_799814.nocnv_grch38.seg.v2.txt	1a3de6c20b1e121313889eb95eb77a19	3604	released
88207f46-828f-4dde-ba40-468ed832b50b	SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_H09_698138.nocnv_grch38.seg.v2.txt	f087ba7b6b1cdb8522cf3e69d5725ba4	22120	released
c2641ee9-4561-4ba3-b1db-83cf60d0b5df	WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_B10_799940.nocnv_grch38.seg.v2.txt	ad0d1f5e47cee97811135d238e07c54a	8469	released
90b8ab8f-0f18-4775-aaaf-b55fa0c0d85b	CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_A05_628252.grch38.seg.v2.txt	54a1883e51de5705cafce091944d7cf6	45710	released
54b8d3e5-b69d-405b-bde1-ce6afca96adf	BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H09_697118.nocnv_grch38.seg.v2.txt	59f0d2e0a5d4836b7ae6534183834f56	9240	released
14e90d78-5115-4709-9284-2d3e178f0dd1	BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_C04_780824.grch38.seg.v2.txt	4b4414ee3b439ea059fc1fa4e7800810	28180	released
